ID	SEX	POP	POP_SIMPLE	COUNTRY	SUPERPOP	CONTINENT
NA18534	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18535	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18536	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18537	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18538	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18539	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18541	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18542	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18543	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18544	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18545	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18546	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18547	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18548	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18549	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18550	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18552	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18553	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18555	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18557	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18558	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18559	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18560	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18561	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18562	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18563	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18564	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18565	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18566	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18567	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18570	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18571	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18572	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18573	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18574	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18577	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18579	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18582	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18591	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18592	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18593	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18595	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18596	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18597	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18599	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18602	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18603	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18605	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18606	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18608	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18609	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18610	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18611	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18612	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18613	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18614	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18615	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18616	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18617	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18618	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18619	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18620	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18621	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18622	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18623	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18624	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18625	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18626	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18627	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18628	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18629	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18630	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18631	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18632	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18633	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18634	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18635	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18636	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18637	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18638	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18639	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18640	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18641	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18642	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18643	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18644	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18645	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18646	F	CHB	Han_Chinese	China	EAS	East_Asia
NA18647	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18648	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18740	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18745	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18747	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18748	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18749	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18757	M	CHB	Han_Chinese	China	EAS	East_Asia
NA18853	M	YRI	Yoruba	Nigeria	AFR	Africa
NA18856	M	YRI	Yoruba	Nigeria	AFR	Africa
NA18858	F	YRI	Yoruba	Nigeria	AFR	Africa
NA18861	F	YRI	Yoruba	Nigeria	AFR	Africa
NA18864	F	YRI	Yoruba	Nigeria	AFR	Africa
NA18865	M	YRI	Yoruba	Nigeria	AFR	Africa
NA18867	F	YRI	Yoruba	Nigeria	AFR	Africa
NA18868	M	YRI	Yoruba	Nigeria	AFR	Africa
NA18870	F	YRI	Yoruba	Nigeria	AFR	Africa
NA18871	M	YRI	Yoruba	Nigeria	AFR	Africa
NA18873	F	YRI	Yoruba	Nigeria	AFR	Africa
NA18874	M	YRI	Yoruba	Nigeria	AFR	Africa
NA18876	F	YRI	Yoruba	Nigeria	AFR	Africa
NA18877	M	YRI	Yoruba	Nigeria	AFR	Africa
NA18878	F	YRI	Yoruba	Nigeria	AFR	Africa
NA18879	M	YRI	Yoruba	Nigeria	AFR	Africa
NA18881	F	YRI	Yoruba	Nigeria	AFR	Africa
NA18907	F	YRI	Yoruba	Nigeria	AFR	Africa
NA18908	M	YRI	Yoruba	Nigeria	AFR	Africa
NA18909	F	YRI	Yoruba	Nigeria	AFR	Africa
NA18910	M	YRI	Yoruba	Nigeria	AFR	Africa
NA18912	F	YRI	Yoruba	Nigeria	AFR	Africa
NA18915	M	YRI	Yoruba	Nigeria	AFR	Africa
NA18916	F	YRI	Yoruba	Nigeria	AFR	Africa
NA18917	M	YRI	Yoruba	Nigeria	AFR	Africa
NA18923	M	YRI	Yoruba	Nigeria	AFR	Africa
NA18924	F	YRI	Yoruba	Nigeria	AFR	Africa
NA18933	F	YRI	Yoruba	Nigeria	AFR	Africa
NA18934	M	YRI	Yoruba	Nigeria	AFR	Africa
NA18939	F	JPT	Japanese	Japan	EAS	East_Asia
NA18940	M	JPT	Japanese	Japan	EAS	East_Asia
NA18941	F	JPT	Japanese	Japan	EAS	East_Asia
NA18942	F	JPT	Japanese	Japan	EAS	East_Asia
NA18943	M	JPT	Japanese	Japan	EAS	East_Asia
NA18944	M	JPT	Japanese	Japan	EAS	East_Asia
NA18945	M	JPT	Japanese	Japan	EAS	East_Asia
NA18946	F	JPT	Japanese	Japan	EAS	East_Asia
NA18947	F	JPT	Japanese	Japan	EAS	East_Asia
NA18948	M	JPT	Japanese	Japan	EAS	East_Asia
NA18949	F	JPT	Japanese	Japan	EAS	East_Asia
NA18950	F	JPT	Japanese	Japan	EAS	East_Asia
NA18951	F	JPT	Japanese	Japan	EAS	East_Asia
NA18952	M	JPT	Japanese	Japan	EAS	East_Asia
NA18953	M	JPT	Japanese	Japan	EAS	East_Asia
NA18954	F	JPT	Japanese	Japan	EAS	East_Asia
NA18956	F	JPT	Japanese	Japan	EAS	East_Asia
NA18957	F	JPT	Japanese	Japan	EAS	East_Asia
NA18959	M	JPT	Japanese	Japan	EAS	East_Asia
NA18960	M	JPT	Japanese	Japan	EAS	East_Asia
NA18961	M	JPT	Japanese	Japan	EAS	East_Asia
NA18962	M	JPT	Japanese	Japan	EAS	East_Asia
NA18963	F	JPT	Japanese	Japan	EAS	East_Asia
NA18964	F	JPT	Japanese	Japan	EAS	East_Asia
NA18965	M	JPT	Japanese	Japan	EAS	East_Asia
NA18966	M	JPT	Japanese	Japan	EAS	East_Asia
NA18967	M	JPT	Japanese	Japan	EAS	East_Asia
NA18968	F	JPT	Japanese	Japan	EAS	East_Asia
NA18969	F	JPT	Japanese	Japan	EAS	East_Asia
NA18970	M	JPT	Japanese	Japan	EAS	East_Asia
NA18971	M	JPT	Japanese	Japan	EAS	East_Asia
NA18972	F	JPT	Japanese	Japan	EAS	East_Asia
NA18973	F	JPT	Japanese	Japan	EAS	East_Asia
NA18974	M	JPT	Japanese	Japan	EAS	East_Asia
NA18975	F	JPT	Japanese	Japan	EAS	East_Asia
NA18976	F	JPT	Japanese	Japan	EAS	East_Asia
NA18977	M	JPT	Japanese	Japan	EAS	East_Asia
NA18978	F	JPT	Japanese	Japan	EAS	East_Asia
NA18979	F	JPT	Japanese	Japan	EAS	East_Asia
NA18980	F	JPT	Japanese	Japan	EAS	East_Asia
NA18981	F	JPT	Japanese	Japan	EAS	East_Asia
NA18982	M	JPT	Japanese	Japan	EAS	East_Asia
NA18983	M	JPT	Japanese	Japan	EAS	East_Asia
NA18984	M	JPT	Japanese	Japan	EAS	East_Asia
NA18985	M	JPT	Japanese	Japan	EAS	East_Asia
NA18986	M	JPT	Japanese	Japan	EAS	East_Asia
NA18987	F	JPT	Japanese	Japan	EAS	East_Asia
NA18988	M	JPT	Japanese	Japan	EAS	East_Asia
NA18989	M	JPT	Japanese	Japan	EAS	East_Asia
NA18990	M	JPT	Japanese	Japan	EAS	East_Asia
NA18991	F	JPT	Japanese	Japan	EAS	East_Asia
NA18992	F	JPT	Japanese	Japan	EAS	East_Asia
NA18993	F	JPT	Japanese	Japan	EAS	East_Asia
NA18994	M	JPT	Japanese	Japan	EAS	East_Asia
NA18995	M	JPT	Japanese	Japan	EAS	East_Asia
NA18997	F	JPT	Japanese	Japan	EAS	East_Asia
NA18998	F	JPT	Japanese	Japan	EAS	East_Asia
NA18999	F	JPT	Japanese	Japan	EAS	East_Asia
NA19000	M	JPT	Japanese	Japan	EAS	East_Asia
NA19001	F	JPT	Japanese	Japan	EAS	East_Asia
NA19002	F	JPT	Japanese	Japan	EAS	East_Asia
NA19003	F	JPT	Japanese	Japan	EAS	East_Asia
NA19004	M	JPT	Japanese	Japan	EAS	East_Asia
NA19005	M	JPT	Japanese	Japan	EAS	East_Asia
NA19006	M	JPT	Japanese	Japan	EAS	East_Asia
NA19007	M	JPT	Japanese	Japan	EAS	East_Asia
NA19009	M	JPT	Japanese	Japan	EAS	East_Asia
NA19010	F	JPT	Japanese	Japan	EAS	East_Asia
NA19011	F	JPT	Japanese	Japan	EAS	East_Asia
NA19012	M	JPT	Japanese	Japan	EAS	East_Asia
NA19017	F	LWK	Luhya	Kenya	AFR	Africa
NA19019	F	LWK	Luhya	Kenya	AFR	Africa
NA19020	M	LWK	Luhya	Kenya	AFR	Africa
NA19023	F	LWK	Luhya	Kenya	AFR	Africa
NA19024	F	LWK	Luhya	Kenya	AFR	Africa
NA19025	M	LWK	Luhya	Kenya	AFR	Africa
NA19026	M	LWK	Luhya	Kenya	AFR	Africa
NA19027	M	LWK	Luhya	Kenya	AFR	Africa
NA19028	M	LWK	Luhya	Kenya	AFR	Africa
NA19030	F	LWK	Luhya	Kenya	AFR	Africa
NA19031	M	LWK	Luhya	Kenya	AFR	Africa
NA19035	M	LWK	Luhya	Kenya	AFR	Africa
NA19036	F	LWK	Luhya	Kenya	AFR	Africa
NA19037	F	LWK	Luhya	Kenya	AFR	Africa
NA19038	F	LWK	Luhya	Kenya	AFR	Africa
NA19041	M	LWK	Luhya	Kenya	AFR	Africa
NA19042	F	LWK	Luhya	Kenya	AFR	Africa
NA19043	M	LWK	Luhya	Kenya	AFR	Africa
NA19054	F	JPT	Japanese	Japan	EAS	East_Asia
NA19055	M	JPT	Japanese	Japan	EAS	East_Asia
NA19056	M	JPT	Japanese	Japan	EAS	East_Asia
NA19057	F	JPT	Japanese	Japan	EAS	East_Asia
NA19058	M	JPT	Japanese	Japan	EAS	East_Asia
NA19059	F	JPT	Japanese	Japan	EAS	East_Asia
NA19060	M	JPT	Japanese	Japan	EAS	East_Asia
NA19062	M	JPT	Japanese	Japan	EAS	East_Asia
NA19063	M	JPT	Japanese	Japan	EAS	East_Asia
NA19064	F	JPT	Japanese	Japan	EAS	East_Asia
NA19065	F	JPT	Japanese	Japan	EAS	East_Asia
NA19066	M	JPT	Japanese	Japan	EAS	East_Asia
NA19067	M	JPT	Japanese	Japan	EAS	East_Asia
NA19068	M	JPT	Japanese	Japan	EAS	East_Asia
NA19070	M	JPT	Japanese	Japan	EAS	East_Asia
NA19072	M	JPT	Japanese	Japan	EAS	East_Asia
NA19074	F	JPT	Japanese	Japan	EAS	East_Asia
NA19075	M	JPT	Japanese	Japan	EAS	East_Asia
NA19076	M	JPT	Japanese	Japan	EAS	East_Asia
NA19077	F	JPT	Japanese	Japan	EAS	East_Asia
NA19078	F	JPT	Japanese	Japan	EAS	East_Asia
NA19079	M	JPT	Japanese	Japan	EAS	East_Asia
NA19080	F	JPT	Japanese	Japan	EAS	East_Asia
NA19081	F	JPT	Japanese	Japan	EAS	East_Asia
NA19082	M	JPT	Japanese	Japan	EAS	East_Asia
NA19083	M	JPT	Japanese	Japan	EAS	East_Asia
NA19084	F	JPT	Japanese	Japan	EAS	East_Asia
NA19085	M	JPT	Japanese	Japan	EAS	East_Asia
NA19086	M	JPT	Japanese	Japan	EAS	East_Asia
NA19087	F	JPT	Japanese	Japan	EAS	East_Asia
NA19088	M	JPT	Japanese	Japan	EAS	East_Asia
NA19089	M	JPT	Japanese	Japan	EAS	East_Asia
NA19090	F	JPT	Japanese	Japan	EAS	East_Asia
NA19091	M	JPT	Japanese	Japan	EAS	East_Asia
NA19092	M	YRI	Yoruba	Nigeria	AFR	Africa
NA19093	F	YRI	Yoruba	Nigeria	AFR	Africa
NA19095	F	YRI	Yoruba	Nigeria	AFR	Africa
NA19096	M	YRI	Yoruba	Nigeria	AFR	Africa
NA19098	M	YRI	Yoruba	Nigeria	AFR	Africa
NA19099	F	YRI	Yoruba	Nigeria	AFR	Africa
NA19102	F	YRI	Yoruba	Nigeria	AFR	Africa
NA19107	M	YRI	Yoruba	Nigeria	AFR	Africa
NA19108	F	YRI	Yoruba	Nigeria	AFR	Africa
NA19113	M	YRI	Yoruba	Nigeria	AFR	Africa
NA19114	F	YRI	Yoruba	Nigeria	AFR	Africa
NA19116	F	YRI	Yoruba	Nigeria	AFR	Africa
NA19117	M	YRI	Yoruba	Nigeria	AFR	Africa
NA19118	F	YRI	Yoruba	Nigeria	AFR	Africa
NA19119	M	YRI	Yoruba	Nigeria	AFR	Africa
NA19121	M	YRI	Yoruba	Nigeria	AFR	Africa
NA19129	F	YRI	Yoruba	Nigeria	AFR	Africa
NA19130	M	YRI	Yoruba	Nigeria	AFR	Africa
NA19131	F	YRI	Yoruba	Nigeria	AFR	Africa
NA19137	F	YRI	Yoruba	Nigeria	AFR	Africa
NA19138	M	YRI	Yoruba	Nigeria	AFR	Africa
NA19141	M	YRI	Yoruba	Nigeria	AFR	Africa
NA19143	F	YRI	Yoruba	Nigeria	AFR	Africa
NA19144	M	YRI	Yoruba	Nigeria	AFR	Africa
NA19146	M	YRI	Yoruba	Nigeria	AFR	Africa
NA19147	F	YRI	Yoruba	Nigeria	AFR	Africa
NA19149	F	YRI	Yoruba	Nigeria	AFR	Africa
NA19152	F	YRI	Yoruba	Nigeria	AFR	Africa
NA19153	M	YRI	Yoruba	Nigeria	AFR	Africa
NA19159	F	YRI	Yoruba	Nigeria	AFR	Africa
NA19160	M	YRI	Yoruba	Nigeria	AFR	Africa
NA19171	M	YRI	Yoruba	Nigeria	AFR	Africa
NA19172	F	YRI	Yoruba	Nigeria	AFR	Africa
NA19175	M	YRI	Yoruba	Nigeria	AFR	Africa
NA19184	M	YRI	Yoruba	Nigeria	AFR	Africa
NA19185	F	YRI	Yoruba	Nigeria	AFR	Africa
NA19189	M	YRI	Yoruba	Nigeria	AFR	Africa
NA19190	F	YRI	Yoruba	Nigeria	AFR	Africa
NA19197	F	YRI	Yoruba	Nigeria	AFR	Africa
NA19198	M	YRI	Yoruba	Nigeria	AFR	Africa
NA19200	M	YRI	Yoruba	Nigeria	AFR	Africa
NA19201	F	YRI	Yoruba	Nigeria	AFR	Africa
NA19204	F	YRI	Yoruba	Nigeria	AFR	Africa
NA19206	F	YRI	Yoruba	Nigeria	AFR	Africa
NA19207	M	YRI	Yoruba	Nigeria	AFR	Africa
NA19209	F	YRI	Yoruba	Nigeria	AFR	Africa
NA19210	M	YRI	Yoruba	Nigeria	AFR	Africa
NA19213	M	YRI	Yoruba	Nigeria	AFR	Africa
NA19214	F	YRI	Yoruba	Nigeria	AFR	Africa
NA19222	F	YRI	Yoruba	Nigeria	AFR	Africa
NA19223	M	YRI	Yoruba	Nigeria	AFR	Africa
NA19225	F	YRI	Yoruba	Nigeria	AFR	Africa
NA19235	F	YRI	Yoruba	Nigeria	AFR	Africa
NA19236	M	YRI	Yoruba	Nigeria	AFR	Africa
NA19238	F	YRI	Yoruba	Nigeria	AFR	Africa
NA19239	M	YRI	Yoruba	Nigeria	AFR	Africa
NA19247	F	YRI	Yoruba	Nigeria	AFR	Africa
NA19248	M	YRI	Yoruba	Nigeria	AFR	Africa
NA19256	M	YRI	Yoruba	Nigeria	AFR	Africa
NA19257	F	YRI	Yoruba	Nigeria	AFR	Africa
NA19307	M	LWK	Luhya	Kenya	AFR	Africa
NA19308	M	LWK	Luhya	Kenya	AFR	Africa
NA19309	M	LWK	Luhya	Kenya	AFR	Africa
NA19310	F	LWK	Luhya	Kenya	AFR	Africa
NA19312	M	LWK	Luhya	Kenya	AFR	Africa
NA19314	F	LWK	Luhya	Kenya	AFR	Africa
NA19315	F	LWK	Luhya	Kenya	AFR	Africa
NA19316	F	LWK	Luhya	Kenya	AFR	Africa
NA19317	M	LWK	Luhya	Kenya	AFR	Africa
NA19318	M	LWK	Luhya	Kenya	AFR	Africa
NA19319	M	LWK	Luhya	Kenya	AFR	Africa
NA19320	F	LWK	Luhya	Kenya	AFR	Africa
NA19321	F	LWK	Luhya	Kenya	AFR	Africa
NA19323	F	LWK	Luhya	Kenya	AFR	Africa
NA19324	F	LWK	Luhya	Kenya	AFR	Africa
NA19327	F	LWK	Luhya	Kenya	AFR	Africa
NA19328	F	LWK	Luhya	Kenya	AFR	Africa
NA19331	M	LWK	Luhya	Kenya	AFR	Africa
NA19332	F	LWK	Luhya	Kenya	AFR	Africa
NA19334	M	LWK	Luhya	Kenya	AFR	Africa
NA19338	F	LWK	Luhya	Kenya	AFR	Africa
NA19346	M	LWK	Luhya	Kenya	AFR	Africa
NA19347	M	LWK	Luhya	Kenya	AFR	Africa
NA19350	M	LWK	Luhya	Kenya	AFR	Africa
NA19351	F	LWK	Luhya	Kenya	AFR	Africa
NA19355	F	LWK	Luhya	Kenya	AFR	Africa
NA19360	M	LWK	Luhya	Kenya	AFR	Africa
NA19372	M	LWK	Luhya	Kenya	AFR	Africa
NA19374	M	LWK	Luhya	Kenya	AFR	Africa
NA19375	M	LWK	Luhya	Kenya	AFR	Africa
NA19376	M	LWK	Luhya	Kenya	AFR	Africa
NA19377	F	LWK	Luhya	Kenya	AFR	Africa
NA19378	F	LWK	Luhya	Kenya	AFR	Africa
NA19379	F	LWK	Luhya	Kenya	AFR	Africa
NA19380	M	LWK	Luhya	Kenya	AFR	Africa
NA19383	M	LWK	Luhya	Kenya	AFR	Africa
NA19384	M	LWK	Luhya	Kenya	AFR	Africa
NA19385	M	LWK	Luhya	Kenya	AFR	Africa
NA19390	F	LWK	Luhya	Kenya	AFR	Africa
NA19391	F	LWK	Luhya	Kenya	AFR	Africa
NA19393	M	LWK	Luhya	Kenya	AFR	Africa
NA19394	M	LWK	Luhya	Kenya	AFR	Africa
NA19395	F	LWK	Luhya	Kenya	AFR	Africa
NA19397	M	LWK	Luhya	Kenya	AFR	Africa
NA19399	F	LWK	Luhya	Kenya	AFR	Africa
NA19401	F	LWK	Luhya	Kenya	AFR	Africa
NA19403	F	LWK	Luhya	Kenya	AFR	Africa
NA19404	F	LWK	Luhya	Kenya	AFR	Africa
NA19428	M	LWK	Luhya	Kenya	AFR	Africa
NA19429	M	LWK	Luhya	Kenya	AFR	Africa
NA19430	M	LWK	Luhya	Kenya	AFR	Africa
NA19431	F	LWK	Luhya	Kenya	AFR	Africa
NA19434	F	LWK	Luhya	Kenya	AFR	Africa
NA19435	F	LWK	Luhya	Kenya	AFR	Africa
NA19436	F	LWK	Luhya	Kenya	AFR	Africa
NA19437	F	LWK	Luhya	Kenya	AFR	Africa
NA19438	F	LWK	Luhya	Kenya	AFR	Africa
NA19439	F	LWK	Luhya	Kenya	AFR	Africa
NA19440	F	LWK	Luhya	Kenya	AFR	Africa
NA19443	M	LWK	Luhya	Kenya	AFR	Africa
NA19445	F	LWK	Luhya	Kenya	AFR	Africa
NA19446	F	LWK	Luhya	Kenya	AFR	Africa
NA19448	M	LWK	Luhya	Kenya	AFR	Africa
NA19449	F	LWK	Luhya	Kenya	AFR	Africa
NA19451	M	LWK	Luhya	Kenya	AFR	Africa
NA19452	M	LWK	Luhya	Kenya	AFR	Africa
NA19454	M	LWK	Luhya	Kenya	AFR	Africa
NA19455	M	LWK	Luhya	Kenya	AFR	Africa
NA19456	F	LWK	Luhya	Kenya	AFR	Africa
NA19457	F	LWK	Luhya	Kenya	AFR	Africa
NA19461	M	LWK	Luhya	Kenya	AFR	Africa
NA19462	F	LWK	Luhya	Kenya	AFR	Africa
NA19463	F	LWK	Luhya	Kenya	AFR	Africa
NA19466	M	LWK	Luhya	Kenya	AFR	Africa
NA19467	F	LWK	Luhya	Kenya	AFR	Africa
NA19468	F	LWK	Luhya	Kenya	AFR	Africa
NA19471	F	LWK	Luhya	Kenya	AFR	Africa
NA19472	F	LWK	Luhya	Kenya	AFR	Africa
NA19473	F	LWK	Luhya	Kenya	AFR	Africa
NA19474	F	LWK	Luhya	Kenya	AFR	Africa
NA19475	F	LWK	Luhya	Kenya	AFR	Africa
NA19625	F	ASW	African-American	United_States	AFR	Africa
NA19648	F	MXL	Mexican-American	United_States	AMR	America
NA19649	M	MXL	Mexican-American	United_States	AMR	America
NA19651	F	MXL	Mexican-American	United_States	AMR	America
NA19652	M	MXL	Mexican-American	United_States	AMR	America
NA19654	F	MXL	Mexican-American	United_States	AMR	America
NA19655	M	MXL	Mexican-American	United_States	AMR	America
NA19657	F	MXL	Mexican-American	United_States	AMR	America
NA19658	M	MXL	Mexican-American	United_States	AMR	America
NA19661	M	MXL	Mexican-American	United_States	AMR	America
NA19663	F	MXL	Mexican-American	United_States	AMR	America
NA19664	M	MXL	Mexican-American	United_States	AMR	America
NA19669	F	MXL	Mexican-American	United_States	AMR	America
NA19670	M	MXL	Mexican-American	United_States	AMR	America
NA19676	M	MXL	Mexican-American	United_States	AMR	America
NA19678	F	MXL	Mexican-American	United_States	AMR	America
NA19679	M	MXL	Mexican-American	United_States	AMR	America
NA19681	F	MXL	Mexican-American	United_States	AMR	America
NA19682	M	MXL	Mexican-American	United_States	AMR	America
NA19684	F	MXL	Mexican-American	United_States	AMR	America
NA19700	M	ASW	African-American	United_States	AFR	Africa
NA19701	F	ASW	African-American	United_States	AFR	Africa
NA19703	M	ASW	African-American	United_States	AFR	Africa
NA19704	F	ASW	African-American	United_States	AFR	Africa
NA19707	F	ASW	African-American	United_States	AFR	Africa
NA19711	M	ASW	African-American	United_States	AFR	Africa
NA19712	F	ASW	African-American	United_States	AFR	Africa
NA19713	F	ASW	African-American	United_States	AFR	Africa
NA19716	F	MXL	Mexican-American	United_States	AMR	America
NA19717	M	MXL	Mexican-American	United_States	AMR	America
NA19719	F	MXL	Mexican-American	United_States	AMR	America
NA19720	M	MXL	Mexican-American	United_States	AMR	America
NA19722	F	MXL	Mexican-American	United_States	AMR	America
NA19723	M	MXL	Mexican-American	United_States	AMR	America
NA19725	F	MXL	Mexican-American	United_States	AMR	America
NA19726	M	MXL	Mexican-American	United_States	AMR	America
NA19728	F	MXL	Mexican-American	United_States	AMR	America
NA19729	M	MXL	Mexican-American	United_States	AMR	America
NA19731	F	MXL	Mexican-American	United_States	AMR	America
NA19732	M	MXL	Mexican-American	United_States	AMR	America
NA19734	F	MXL	Mexican-American	United_States	AMR	America
NA19735	M	MXL	Mexican-American	United_States	AMR	America
NA19740	F	MXL	Mexican-American	United_States	AMR	America
NA19741	M	MXL	Mexican-American	United_States	AMR	America
NA19746	F	MXL	Mexican-American	United_States	AMR	America
NA19747	M	MXL	Mexican-American	United_States	AMR	America
NA19749	F	MXL	Mexican-American	United_States	AMR	America
NA19750	M	MXL	Mexican-American	United_States	AMR	America
NA19752	F	MXL	Mexican-American	United_States	AMR	America
NA19755	F	MXL	Mexican-American	United_States	AMR	America
NA19756	M	MXL	Mexican-American	United_States	AMR	America
NA19758	F	MXL	Mexican-American	United_States	AMR	America
NA19759	M	MXL	Mexican-American	United_States	AMR	America
NA19761	F	MXL	Mexican-American	United_States	AMR	America
NA19762	M	MXL	Mexican-American	United_States	AMR	America
NA19764	F	MXL	Mexican-American	United_States	AMR	America
NA19770	F	MXL	Mexican-American	United_States	AMR	America
NA19771	M	MXL	Mexican-American	United_States	AMR	America
NA19773	F	MXL	Mexican-American	United_States	AMR	America
NA19774	M	MXL	Mexican-American	United_States	AMR	America
NA19776	F	MXL	Mexican-American	United_States	AMR	America
NA19777	M	MXL	Mexican-American	United_States	AMR	America
NA19779	F	MXL	Mexican-American	United_States	AMR	America
NA19780	M	MXL	Mexican-American	United_States	AMR	America
NA19782	F	MXL	Mexican-American	United_States	AMR	America
NA19783	M	MXL	Mexican-American	United_States	AMR	America
NA19785	F	MXL	Mexican-American	United_States	AMR	America
NA19786	M	MXL	Mexican-American	United_States	AMR	America
NA19788	F	MXL	Mexican-American	United_States	AMR	America
NA19789	M	MXL	Mexican-American	United_States	AMR	America
NA19792	M	MXL	Mexican-American	United_States	AMR	America
NA19794	F	MXL	Mexican-American	United_States	AMR	America
NA19795	M	MXL	Mexican-American	United_States	AMR	America
NA19818	M	ASW	African-American	United_States	AFR	Africa
NA19819	F	ASW	African-American	United_States	AFR	Africa
NA19834	M	ASW	African-American	United_States	AFR	Africa
NA19835	F	ASW	African-American	United_States	AFR	Africa
NA19900	M	ASW	African-American	United_States	AFR	Africa
NA19901	F	ASW	African-American	United_States	AFR	Africa
NA19904	M	ASW	African-American	United_States	AFR	Africa
