ID	SEX	POP	POP_SIMPLE	COUNTRY	SUPERPOP	CONTINENT
HG02402	M	CDX	Chinese_Dai	China	EAS	East_Asia
HG02406	M	CDX	Chinese_Dai	China	EAS	East_Asia
HG02407	M	CDX	Chinese_Dai	China	EAS	East_Asia
HG02408	M	CDX	Chinese_Dai	China	EAS	East_Asia
HG02409	M	CDX	Chinese_Dai	China	EAS	East_Asia
HG02410	M	CDX	Chinese_Dai	China	EAS	East_Asia
HG02419	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG02420	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG02425	F	PEL	Peruvian	Peru	AMR	America
HG02427	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG02429	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG02433	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG02439	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG02442	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG02445	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG02449	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG02450	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG02455	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG02461	M	GWD	Gambian	Mandinka	AFR	Africa
HG02462	F	GWD	Gambian	Mandinka	AFR	Africa
HG02464	M	GWD	Gambian	Mandinka	AFR	Africa
HG02465	F	GWD	Gambian	Mandinka	AFR	Africa
HG02470	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG02471	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG02476	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG02477	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG02479	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG02481	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG02484	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG02485	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG02489	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG02490	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02491	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02493	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02494	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02496	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG02497	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG02501	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG02502	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG02505	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG02508	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG02511	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG02512	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG02513	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG02521	M	KHV	Kinh	Vietnam	EAS	East_Asia
HG02522	F	KHV	Kinh	Vietnam	EAS	East_Asia
HG02536	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG02537	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG02541	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG02545	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG02546	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG02549	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG02554	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG02555	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG02557	M	ACB	African-Caribbean	Barbados	AFR	Africa
HG02558	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG02561	M	GWD	Gambian	Mandinka	AFR	Africa
HG02562	F	GWD	Gambian	Mandinka	AFR	Africa
HG02568	F	GWD	Gambian	Mandinka	AFR	Africa
HG02570	M	GWD	Gambian	Mandinka	AFR	Africa
HG02571	F	GWD	Gambian	Mandinka	AFR	Africa
HG02573	M	GWD	Gambian	Mandinka	AFR	Africa
HG02574	F	GWD	Gambian	Mandinka	AFR	Africa
HG02577	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG02580	F	ACB	African-Caribbean	Barbados	AFR	Africa
HG02582	M	GWD	Gambian	Mandinka	AFR	Africa
HG02583	F	GWD	Gambian	Mandinka	AFR	Africa
HG02585	M	GWD	Gambian	Mandinka	AFR	Africa
HG02586	F	GWD	Gambian	Mandinka	AFR	Africa
HG02588	M	GWD	Gambian	Mandinka	AFR	Africa
HG02589	F	GWD	Gambian	Mandinka	AFR	Africa
HG02594	M	GWD	Gambian	Mandinka	AFR	Africa
HG02595	F	GWD	Gambian	Mandinka	AFR	Africa
HG02597	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02600	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02601	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02603	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02604	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02610	M	GWD	Gambian	Mandinka	AFR	Africa
HG02611	F	GWD	Gambian	Mandinka	AFR	Africa
HG02613	M	GWD	Gambian	Mandinka	AFR	Africa
HG02614	F	GWD	Gambian	Mandinka	AFR	Africa
HG02620	M	GWD	Gambian	Mandinka	AFR	Africa
HG02621	F	GWD	Gambian	Mandinka	AFR	Africa
HG02623	M	GWD	Gambian	Mandinka	AFR	Africa
HG02624	F	GWD	Gambian	Mandinka	AFR	Africa
HG02628	M	GWD	Gambian	Mandinka	AFR	Africa
HG02629	F	GWD	Gambian	Mandinka	AFR	Africa
HG02634	M	GWD	Gambian	Mandinka	AFR	Africa
HG02635	F	GWD	Gambian	Mandinka	AFR	Africa
HG02642	M	GWD	Gambian	Mandinka	AFR	Africa
HG02643	F	GWD	Gambian	Mandinka	AFR	Africa
HG02645	M	GWD	Gambian	Mandinka	AFR	Africa
HG02646	F	GWD	Gambian	Mandinka	AFR	Africa
HG02648	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02649	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02651	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02652	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02654	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02655	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02657	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02658	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02660	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02661	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02666	M	GWD	Gambian	Mandinka	AFR	Africa
HG02667	F	GWD	Gambian	Mandinka	AFR	Africa
HG02675	M	GWD	Gambian	Mandinka	AFR	Africa
HG02676	F	GWD	Gambian	Mandinka	AFR	Africa
HG02678	M	GWD	Gambian	Mandinka	AFR	Africa
HG02679	F	GWD	Gambian	Mandinka	AFR	Africa
HG02681	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02682	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02684	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02685	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02687	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02688	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02690	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02691	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02694	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02696	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02697	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02699	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02700	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02702	M	GWD	Gambian	Mandinka	AFR	Africa
HG02703	F	GWD	Gambian	Mandinka	AFR	Africa
HG02715	M	GWD	Gambian	Mandinka	AFR	Africa
HG02716	F	GWD	Gambian	Mandinka	AFR	Africa
HG02721	M	GWD	Gambian	Mandinka	AFR	Africa
HG02722	F	GWD	Gambian	Mandinka	AFR	Africa
HG02724	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02725	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02727	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02728	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02731	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02733	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02734	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02736	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02737	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02756	M	GWD	Gambian	Mandinka	AFR	Africa
HG02757	F	GWD	Gambian	Mandinka	AFR	Africa
HG02759	M	GWD	Gambian	Mandinka	AFR	Africa
HG02760	F	GWD	Gambian	Mandinka	AFR	Africa
HG02763	F	GWD	Gambian	Mandinka	AFR	Africa
HG02768	M	GWD	Gambian	Mandinka	AFR	Africa
HG02769	F	GWD	Gambian	Mandinka	AFR	Africa
HG02771	M	GWD	Gambian	Mandinka	AFR	Africa
HG02772	F	GWD	Gambian	Mandinka	AFR	Africa
HG02774	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02775	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02778	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02780	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02783	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02784	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02786	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02787	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02789	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02790	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02792	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02793	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG02798	M	GWD	Gambian	Mandinka	AFR	Africa
HG02799	F	GWD	Gambian	Mandinka	AFR	Africa
HG02804	M	GWD	Gambian	Mandinka	AFR	Africa
HG02805	F	GWD	Gambian	Mandinka	AFR	Africa
HG02807	M	GWD	Gambian	Mandinka	AFR	Africa
HG02808	F	GWD	Gambian	Mandinka	AFR	Africa
HG02810	M	GWD	Gambian	Mandinka	AFR	Africa
HG02811	F	GWD	Gambian	Mandinka	AFR	Africa
HG02813	M	GWD	Gambian	Mandinka	AFR	Africa
HG02814	F	GWD	Gambian	Mandinka	AFR	Africa
HG02816	M	GWD	Gambian	Mandinka	AFR	Africa
HG02817	F	GWD	Gambian	Mandinka	AFR	Africa
HG02819	M	GWD	Gambian	Mandinka	AFR	Africa
HG02820	F	GWD	Gambian	Mandinka	AFR	Africa
HG02836	M	GWD	Gambian	Mandinka	AFR	Africa
HG02837	F	GWD	Gambian	Mandinka	AFR	Africa
HG02839	M	GWD	Gambian	Mandinka	AFR	Africa
HG02840	F	GWD	Gambian	Mandinka	AFR	Africa
HG02851	M	GWD	Gambian	Mandinka	AFR	Africa
HG02852	F	GWD	Gambian	Mandinka	AFR	Africa
HG02854	M	GWD	Gambian	Mandinka	AFR	Africa
HG02855	F	GWD	Gambian	Mandinka	AFR	Africa
HG02860	M	GWD	Gambian	Mandinka	AFR	Africa
HG02861	F	GWD	Gambian	Mandinka	AFR	Africa
HG02870	F	GWD	Gambian	Mandinka	AFR	Africa
HG02878	M	GWD	Gambian	Mandinka	AFR	Africa
HG02879	F	GWD	Gambian	Mandinka	AFR	Africa
HG02881	M	GWD	Gambian	Mandinka	AFR	Africa
HG02882	F	GWD	Gambian	Mandinka	AFR	Africa
HG02884	M	GWD	Gambian	Mandinka	AFR	Africa
HG02885	F	GWD	Gambian	Mandinka	AFR	Africa
HG02887	M	GWD	Gambian	Mandinka	AFR	Africa
HG02888	F	GWD	Gambian	Mandinka	AFR	Africa
HG02890	M	GWD	Gambian	Mandinka	AFR	Africa
HG02891	F	GWD	Gambian	Mandinka	AFR	Africa
HG02895	M	GWD	Gambian	Mandinka	AFR	Africa
HG02896	F	GWD	Gambian	Mandinka	AFR	Africa
HG02922	F	ESN	Esan	Nigeria	AFR	Africa
HG02923	M	ESN	Esan	Nigeria	AFR	Africa
HG02938	M	ESN	Esan	Nigeria	AFR	Africa
HG02941	M	ESN	Esan	Nigeria	AFR	Africa
HG02943	F	ESN	Esan	Nigeria	AFR	Africa
HG02944	M	ESN	Esan	Nigeria	AFR	Africa
HG02946	F	ESN	Esan	Nigeria	AFR	Africa
HG02947	M	ESN	Esan	Nigeria	AFR	Africa
HG02952	F	ESN	Esan	Nigeria	AFR	Africa
HG02953	M	ESN	Esan	Nigeria	AFR	Africa
HG02968	M	ESN	Esan	Nigeria	AFR	Africa
HG02970	F	ESN	Esan	Nigeria	AFR	Africa
HG02971	M	ESN	Esan	Nigeria	AFR	Africa
HG02973	M	ESN	Esan	Nigeria	AFR	Africa
HG02974	F	ESN	Esan	Nigeria	AFR	Africa
HG02976	F	ESN	Esan	Nigeria	AFR	Africa
HG02977	M	ESN	Esan	Nigeria	AFR	Africa
HG02979	F	ESN	Esan	Nigeria	AFR	Africa
HG02981	M	ESN	Esan	Nigeria	AFR	Africa
HG02982	M	GWD	Gambian	Mandinka	AFR	Africa
HG02983	F	GWD	Gambian	Mandinka	AFR	Africa
HG03006	M	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03007	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03009	M	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03012	M	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03015	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG03016	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG03018	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG03019	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG03021	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG03022	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG03024	M	GWD	Gambian	Mandinka	AFR	Africa
HG03025	F	GWD	Gambian	Mandinka	AFR	Africa
HG03027	M	GWD	Gambian	Mandinka	AFR	Africa
HG03028	F	GWD	Gambian	Mandinka	AFR	Africa
HG03039	M	GWD	Gambian	Mandinka	AFR	Africa
HG03040	F	GWD	Gambian	Mandinka	AFR	Africa
HG03045	M	GWD	Gambian	Mandinka	AFR	Africa
HG03046	F	GWD	Gambian	Mandinka	AFR	Africa
HG03048	M	GWD	Gambian	Mandinka	AFR	Africa
HG03049	F	GWD	Gambian	Mandinka	AFR	Africa
HG03052	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03054	M	MSL	Mende	Sierra_Leona	AFR	Africa
HG03055	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03057	M	MSL	Mende	Sierra_Leona	AFR	Africa
HG03058	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03060	M	MSL	Mende	Sierra_Leona	AFR	Africa
HG03061	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03063	M	MSL	Mende	Sierra_Leona	AFR	Africa
HG03064	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03066	M	MSL	Mende	Sierra_Leona	AFR	Africa
HG03069	M	MSL	Mende	Sierra_Leona	AFR	Africa
HG03072	M	MSL	Mende	Sierra_Leona	AFR	Africa
HG03073	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03074	M	MSL	Mende	Sierra_Leona	AFR	Africa
HG03077	M	MSL	Mende	Sierra_Leona	AFR	Africa
HG03078	M	MSL	Mende	Sierra_Leona	AFR	Africa
HG03079	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03081	M	MSL	Mende	Sierra_Leona	AFR	Africa
HG03082	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03084	M	MSL	Mende	Sierra_Leona	AFR	Africa
HG03085	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03086	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03088	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03091	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03095	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03096	M	MSL	Mende	Sierra_Leona	AFR	Africa
HG03097	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03099	F	ESN	Esan	Nigeria	AFR	Africa
HG03100	M	ESN	Esan	Nigeria	AFR	Africa
HG03103	M	ESN	Esan	Nigeria	AFR	Africa
HG03105	F	ESN	Esan	Nigeria	AFR	Africa
HG03108	F	ESN	Esan	Nigeria	AFR	Africa
HG03109	M	ESN	Esan	Nigeria	AFR	Africa
HG03111	F	ESN	Esan	Nigeria	AFR	Africa
HG03112	M	ESN	Esan	Nigeria	AFR	Africa
HG03114	F	ESN	Esan	Nigeria	AFR	Africa
HG03115	M	ESN	Esan	Nigeria	AFR	Africa
HG03117	F	ESN	Esan	Nigeria	AFR	Africa
HG03118	M	ESN	Esan	Nigeria	AFR	Africa
HG03120	M	ESN	Esan	Nigeria	AFR	Africa
HG03121	F	ESN	Esan	Nigeria	AFR	Africa
HG03123	F	ESN	Esan	Nigeria	AFR	Africa
HG03124	M	ESN	Esan	Nigeria	AFR	Africa
HG03126	F	ESN	Esan	Nigeria	AFR	Africa
HG03127	M	ESN	Esan	Nigeria	AFR	Africa
HG03129	F	ESN	Esan	Nigeria	AFR	Africa
HG03130	M	ESN	Esan	Nigeria	AFR	Africa
HG03132	F	ESN	Esan	Nigeria	AFR	Africa
HG03133	M	ESN	Esan	Nigeria	AFR	Africa
HG03135	F	ESN	Esan	Nigeria	AFR	Africa
HG03136	M	ESN	Esan	Nigeria	AFR	Africa
HG03139	M	ESN	Esan	Nigeria	AFR	Africa
HG03157	M	ESN	Esan	Nigeria	AFR	Africa
HG03159	F	ESN	Esan	Nigeria	AFR	Africa
HG03160	M	ESN	Esan	Nigeria	AFR	Africa
HG03162	F	ESN	Esan	Nigeria	AFR	Africa
HG03163	M	ESN	Esan	Nigeria	AFR	Africa
HG03166	M	ESN	Esan	Nigeria	AFR	Africa
HG03168	F	ESN	Esan	Nigeria	AFR	Africa
HG03169	M	ESN	Esan	Nigeria	AFR	Africa
HG03172	M	ESN	Esan	Nigeria	AFR	Africa
HG03175	M	ESN	Esan	Nigeria	AFR	Africa
HG03189	F	ESN	Esan	Nigeria	AFR	Africa
HG03190	M	ESN	Esan	Nigeria	AFR	Africa
HG03193	M	ESN	Esan	Nigeria	AFR	Africa
HG03195	F	ESN	Esan	Nigeria	AFR	Africa
HG03196	M	ESN	Esan	Nigeria	AFR	Africa
HG03198	F	ESN	Esan	Nigeria	AFR	Africa
HG03199	M	ESN	Esan	Nigeria	AFR	Africa
HG03202	M	ESN	Esan	Nigeria	AFR	Africa
HG03209	M	MSL	Mende	Sierra_Leona	AFR	Africa
HG03212	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03224	M	MSL	Mende	Sierra_Leona	AFR	Africa
HG03225	M	MSL	Mende	Sierra_Leona	AFR	Africa
HG03228	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG03229	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG03234	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG03235	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG03237	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG03238	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG03240	M	GWD	Gambian	Mandinka	AFR	Africa
HG03241	F	GWD	Gambian	Mandinka	AFR	Africa
HG03246	M	GWD	Gambian	Mandinka	AFR	Africa
HG03247	F	GWD	Gambian	Mandinka	AFR	Africa
HG03258	M	GWD	Gambian	Mandinka	AFR	Africa
HG03259	F	GWD	Gambian	Mandinka	AFR	Africa
HG03265	M	ESN	Esan	Nigeria	AFR	Africa
HG03267	F	ESN	Esan	Nigeria	AFR	Africa
HG03268	M	ESN	Esan	Nigeria	AFR	Africa
HG03270	F	ESN	Esan	Nigeria	AFR	Africa
HG03271	M	ESN	Esan	Nigeria	AFR	Africa
HG03279	F	ESN	Esan	Nigeria	AFR	Africa
HG03280	M	ESN	Esan	Nigeria	AFR	Africa
HG03291	F	ESN	Esan	Nigeria	AFR	Africa
HG03294	F	ESN	Esan	Nigeria	AFR	Africa
HG03295	M	ESN	Esan	Nigeria	AFR	Africa
HG03297	F	ESN	Esan	Nigeria	AFR	Africa
HG03298	M	ESN	Esan	Nigeria	AFR	Africa
HG03300	F	ESN	Esan	Nigeria	AFR	Africa
HG03301	M	ESN	Esan	Nigeria	AFR	Africa
HG03303	F	ESN	Esan	Nigeria	AFR	Africa
HG03304	M	ESN	Esan	Nigeria	AFR	Africa
HG03311	M	ESN	Esan	Nigeria	AFR	Africa
HG03313	M	ESN	Esan	Nigeria	AFR	Africa
HG03342	F	ESN	Esan	Nigeria	AFR	Africa
HG03343	M	ESN	Esan	Nigeria	AFR	Africa
HG03351	F	ESN	Esan	Nigeria	AFR	Africa
HG03352	M	ESN	Esan	Nigeria	AFR	Africa
HG03354	F	ESN	Esan	Nigeria	AFR	Africa
HG03363	F	ESN	Esan	Nigeria	AFR	Africa
HG03366	F	ESN	Esan	Nigeria	AFR	Africa
HG03367	M	ESN	Esan	Nigeria	AFR	Africa
HG03369	F	ESN	Esan	Nigeria	AFR	Africa
HG03370	M	ESN	Esan	Nigeria	AFR	Africa
HG03372	F	ESN	Esan	Nigeria	AFR	Africa
HG03376	M	MSL	Mende	Sierra_Leona	AFR	Africa
HG03378	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03380	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03382	M	MSL	Mende	Sierra_Leona	AFR	Africa
HG03385	M	MSL	Mende	Sierra_Leona	AFR	Africa
HG03388	M	MSL	Mende	Sierra_Leona	AFR	Africa
HG03391	M	MSL	Mende	Sierra_Leona	AFR	Africa
HG03394	M	MSL	Mende	Sierra_Leona	AFR	Africa
HG03397	M	MSL	Mende	Sierra_Leona	AFR	Africa
HG03401	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03410	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03419	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03428	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03432	M	MSL	Mende	Sierra_Leona	AFR	Africa
HG03433	M	MSL	Mende	Sierra_Leona	AFR	Africa
HG03436	M	MSL	Mende	Sierra_Leona	AFR	Africa
HG03437	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03439	M	MSL	Mende	Sierra_Leona	AFR	Africa
HG03442	M	MSL	Mende	Sierra_Leona	AFR	Africa
HG03445	M	MSL	Mende	Sierra_Leona	AFR	Africa
HG03446	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03449	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03451	M	MSL	Mende	Sierra_Leona	AFR	Africa
HG03452	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03455	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03457	M	MSL	Mende	Sierra_Leona	AFR	Africa
HG03458	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03460	M	MSL	Mende	Sierra_Leona	AFR	Africa
HG03461	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03464	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03469	M	MSL	Mende	Sierra_Leona	AFR	Africa
HG03470	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03472	M	MSL	Mende	Sierra_Leona	AFR	Africa
HG03473	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03476	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03478	M	MSL	Mende	Sierra_Leona	AFR	Africa
HG03479	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03484	M	MSL	Mende	Sierra_Leona	AFR	Africa
HG03485	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03488	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG03490	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG03491	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG03499	F	ESN	Esan	Nigeria	AFR	Africa
HG03511	F	ESN	Esan	Nigeria	AFR	Africa
HG03514	F	ESN	Esan	Nigeria	AFR	Africa
HG03515	M	ESN	Esan	Nigeria	AFR	Africa
HG03517	F	ESN	Esan	Nigeria	AFR	Africa
HG03518	M	ESN	Esan	Nigeria	AFR	Africa
HG03520	F	ESN	Esan	Nigeria	AFR	Africa
HG03521	M	ESN	Esan	Nigeria	AFR	Africa
HG03538	M	GWD	Gambian	Mandinka	AFR	Africa
HG03539	F	GWD	Gambian	Mandinka	AFR	Africa
HG03547	M	MSL	Mende	Sierra_Leona	AFR	Africa
HG03548	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03556	M	MSL	Mende	Sierra_Leona	AFR	Africa
HG03557	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03558	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03559	M	MSL	Mende	Sierra_Leona	AFR	Africa
HG03563	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03565	M	MSL	Mende	Sierra_Leona	AFR	Africa
HG03567	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03571	M	MSL	Mende	Sierra_Leona	AFR	Africa
HG03572	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03575	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03577	M	MSL	Mende	Sierra_Leona	AFR	Africa
HG03578	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03583	F	MSL	Mende	Sierra_Leona	AFR	Africa
HG03585	M	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03589	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03593	M	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03594	M	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03595	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03598	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03600	M	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03603	M	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03604	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03607	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03611	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03615	M	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03616	F	BEB	Bengali	Bangladesh	SAS	South_Asia
HG03619	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG03624	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG03625	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG03629	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG03631	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG03634	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG03636	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG03640	F	PJL	Punjabi	Pakistan	SAS	South_Asia
HG03642	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03643	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03644	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03645	F	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03646	M	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia
HG03649	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG03652	M	PJL	Punjabi	Pakistan	SAS	South_Asia
HG03653	F	PJL	Punjabi	Pakistan	SAS	South_Asia
